userId	geneSymbol	geneName	entrezgene	gLink
768239	PSAPL1	prosaposin like 1 (gene/pseudogene)	768239	https://www.ncbi.nlm.nih.gov/gene/?term=768239
7692	ZNF133	zinc finger protein 133	7692	https://www.ncbi.nlm.nih.gov/gene/?term=7692
7701	ZNF142	zinc finger protein 142	7701	https://www.ncbi.nlm.nih.gov/gene/?term=7701
7704	ZBTB16	zinc finger and BTB domain containing 16	7704	https://www.ncbi.nlm.nih.gov/gene/?term=7704
771	CA12	carbonic anhydrase 12	771	https://www.ncbi.nlm.nih.gov/gene/?term=771
7726	TRIM26	tripartite motif containing 26	7726	https://www.ncbi.nlm.nih.gov/gene/?term=7726
7732	RNF112	ring finger protein 112	7732	https://www.ncbi.nlm.nih.gov/gene/?term=7732
7737	RNF113A	ring finger protein 113A	7737	https://www.ncbi.nlm.nih.gov/gene/?term=7737
7738	ZNF184	zinc finger protein 184	7738	https://www.ncbi.nlm.nih.gov/gene/?term=7738
7748	ZNF195	zinc finger protein 195	7748	https://www.ncbi.nlm.nih.gov/gene/?term=7748
7752	ZNF200	zinc finger protein 200	7752	https://www.ncbi.nlm.nih.gov/gene/?term=7752
7753	ZNF202	zinc finger protein 202	7753	https://www.ncbi.nlm.nih.gov/gene/?term=7753
7755	ZNF205	zinc finger protein 205	7755	https://www.ncbi.nlm.nih.gov/gene/?term=7755
776	CACNA1D	calcium voltage-gated channel subunit alpha1 D	776	https://www.ncbi.nlm.nih.gov/gene/?term=776
7764	ZNF217	zinc finger protein 217	7764	https://www.ncbi.nlm.nih.gov/gene/?term=7764
7773	ZNF230	zinc finger protein 230	7773	https://www.ncbi.nlm.nih.gov/gene/?term=7773
7789	ZXDA	zinc finger X-linked duplicated A	7789	https://www.ncbi.nlm.nih.gov/gene/?term=7789
779	CACNA1S	calcium voltage-gated channel subunit alpha1 S	779	https://www.ncbi.nlm.nih.gov/gene/?term=779
7791	ZYX	zyxin	7791	https://www.ncbi.nlm.nih.gov/gene/?term=7791
7803	PTP4A1	protein tyrosine phosphatase type IVA, member 1	7803	https://www.ncbi.nlm.nih.gov/gene/?term=7803
7804	LRP8	LDL receptor related protein 8	7804	https://www.ncbi.nlm.nih.gov/gene/?term=7804
780776	TVP23A	trans-golgi network vesicle protein 23 homolog A	780776	https://www.ncbi.nlm.nih.gov/gene/?term=780776
7809	BSND	barttin CLCNK type accessory beta subunit	7809	https://www.ncbi.nlm.nih.gov/gene/?term=7809
781	CACNA2D1	calcium voltage-gated channel auxiliary subunit alpha2delta 1	781	https://www.ncbi.nlm.nih.gov/gene/?term=781
7818	DAP3	death associated protein 3	7818	https://www.ncbi.nlm.nih.gov/gene/?term=7818
7827	NPHS2	NPHS2, podocin	7827	https://www.ncbi.nlm.nih.gov/gene/?term=7827
783	CACNB2	calcium voltage-gated channel auxiliary subunit beta 2	783	https://www.ncbi.nlm.nih.gov/gene/?term=783
7837	PXDN	peroxidasin	7837	https://www.ncbi.nlm.nih.gov/gene/?term=7837
784	CACNB3	calcium voltage-gated channel auxiliary subunit beta 3	784	https://www.ncbi.nlm.nih.gov/gene/?term=784
7841	MOGS	mannosyl-oligosaccharide glucosidase	7841	https://www.ncbi.nlm.nih.gov/gene/?term=7841
7857	SCG2	secretogranin II	7857	https://www.ncbi.nlm.nih.gov/gene/?term=7857
7862	BRPF1	bromodomain and PHD finger containing 1	7862	https://www.ncbi.nlm.nih.gov/gene/?term=7862
7866	IFRD2	interferon related developmental regulator 2	7866	https://www.ncbi.nlm.nih.gov/gene/?term=7866
7867	MAPKAPK3	mitogen-activated protein kinase-activated protein kinase 3	7867	https://www.ncbi.nlm.nih.gov/gene/?term=7867
7873	MANF	mesencephalic astrocyte derived neurotrophic factor	7873	https://www.ncbi.nlm.nih.gov/gene/?term=7873
7881	KCNAB1	potassium voltage-gated channel subfamily A member regulatory beta subunit 1	7881	https://www.ncbi.nlm.nih.gov/gene/?term=7881
7884	SLBP	stem-loop binding protein	7884	https://www.ncbi.nlm.nih.gov/gene/?term=7884
78986	DUSP26	dual specificity phosphatase 26	78986	https://www.ncbi.nlm.nih.gov/gene/?term=78986
78990	OTUB2	OTU deubiquitinase, ubiquitin aldehyde binding 2	78990	https://www.ncbi.nlm.nih.gov/gene/?term=78990
78991	PCYOX1L	prenylcysteine oxidase 1 like	78991	https://www.ncbi.nlm.nih.gov/gene/?term=78991
78992	YIPF2	Yip1 domain family member 2	78992	https://www.ncbi.nlm.nih.gov/gene/?term=78992
78994	PRR14	proline rich 14	78994	https://www.ncbi.nlm.nih.gov/gene/?term=78994
78995	C17orf53	chromosome 17 open reading frame 53	78995	https://www.ncbi.nlm.nih.gov/gene/?term=78995
78997	GDAP1L1	ganglioside induced differentiation associated protein 1 like 1	78997	https://www.ncbi.nlm.nih.gov/gene/?term=78997
78998	RHPN1-AS1	RHPN1 antisense RNA 1 (head to head)	78998	https://www.ncbi.nlm.nih.gov/gene/?term=78998
78999	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	78999	https://www.ncbi.nlm.nih.gov/gene/?term=78999
790	CAD	carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase	790	https://www.ncbi.nlm.nih.gov/gene/?term=790
79000	AUNIP	aurora kinase A and ninein interacting protein	79000	https://www.ncbi.nlm.nih.gov/gene/?term=79000
79001	VKORC1	vitamin K epoxide reductase complex subunit 1	79001	https://www.ncbi.nlm.nih.gov/gene/?term=79001
79002	TRIR	telomerase RNA component interacting RNase	79002	https://www.ncbi.nlm.nih.gov/gene/?term=79002
79004	CUEDC2	CUE domain containing 2	79004	https://www.ncbi.nlm.nih.gov/gene/?term=79004
79007	DBNDD1	dysbindin domain containing 1	79007	https://www.ncbi.nlm.nih.gov/gene/?term=79007
79012	CAMKV	CaM kinase like vesicle associated	79012	https://www.ncbi.nlm.nih.gov/gene/?term=79012
79017	GGCT	gamma-glutamylcyclotransferase	79017	https://www.ncbi.nlm.nih.gov/gene/?term=79017
79022	TMEM106C	transmembrane protein 106C	79022	https://www.ncbi.nlm.nih.gov/gene/?term=79022
79023	NUP37	nucleoporin 37	79023	https://www.ncbi.nlm.nih.gov/gene/?term=79023
79025	FNDC11	fibronectin type III domain containing 11	79025	https://www.ncbi.nlm.nih.gov/gene/?term=79025
79026	AHNAK	AHNAK nucleoprotein	79026	https://www.ncbi.nlm.nih.gov/gene/?term=79026
79033	ERI3	ERI1 exoribonuclease family member 3	79033	https://www.ncbi.nlm.nih.gov/gene/?term=79033
79034	C7orf26	chromosome 7 open reading frame 26	79034	https://www.ncbi.nlm.nih.gov/gene/?term=79034
79035	NABP2	nucleic acid binding protein 2	79035	https://www.ncbi.nlm.nih.gov/gene/?term=79035
79036	KXD1	KxDL motif containing 1	79036	https://www.ncbi.nlm.nih.gov/gene/?term=79036
79039	DDX54	DEAD-box helicase 54	79039	https://www.ncbi.nlm.nih.gov/gene/?term=79039
79042	TSEN34	tRNA splicing endonuclease subunit 34	79042	https://www.ncbi.nlm.nih.gov/gene/?term=79042
79050	NOC4L	nucleolar complex associated 4 homolog	79050	https://www.ncbi.nlm.nih.gov/gene/?term=79050
79053	ALG8	ALG8, alpha-1,3-glucosyltransferase	79053	https://www.ncbi.nlm.nih.gov/gene/?term=79053
79058	ASPSCR1	ASPSCR1, UBX domain containing tether for SLC2A4	79058	https://www.ncbi.nlm.nih.gov/gene/?term=79058
79065	ATG9A	autophagy related 9A	79065	https://www.ncbi.nlm.nih.gov/gene/?term=79065
79068	FTO	FTO, alpha-ketoglutarate dependent dioxygenase	79068	https://www.ncbi.nlm.nih.gov/gene/?term=79068
79070	KDELC1	KDEL motif containing 1	79070	https://www.ncbi.nlm.nih.gov/gene/?term=79070
79073	TMEM109	transmembrane protein 109	79073	https://www.ncbi.nlm.nih.gov/gene/?term=79073
79075	DSCC1	DNA replication and sister chromatid cohesion 1	79075	https://www.ncbi.nlm.nih.gov/gene/?term=79075
79077	DCTPP1	dCTP pyrophosphatase 1	79077	https://www.ncbi.nlm.nih.gov/gene/?term=79077
79080	CCDC86	coiled-coil domain containing 86	79080	https://www.ncbi.nlm.nih.gov/gene/?term=79080
79084	WDR77	WD repeat domain 77	79084	https://www.ncbi.nlm.nih.gov/gene/?term=79084
79091	METTL22	methyltransferase like 22	79091	https://www.ncbi.nlm.nih.gov/gene/?term=79091
79092	CARD14	caspase recruitment domain family member 14	79092	https://www.ncbi.nlm.nih.gov/gene/?term=79092
79094	CHAC1	ChaC glutathione specific gamma-glutamylcyclotransferase 1	79094	https://www.ncbi.nlm.nih.gov/gene/?term=79094
79095	C9orf16	chromosome 9 open reading frame 16	79095	https://www.ncbi.nlm.nih.gov/gene/?term=79095
790955	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3	790955	https://www.ncbi.nlm.nih.gov/gene/?term=790955
79096	C11orf49	chromosome 11 open reading frame 49	79096	https://www.ncbi.nlm.nih.gov/gene/?term=79096
79100	LINC00626	long intergenic non-protein coding RNA 626	79100	https://www.ncbi.nlm.nih.gov/gene/?term=79100
79101	TAF1D	TATA-box binding protein associated factor, RNA polymerase I subunit D	79101	https://www.ncbi.nlm.nih.gov/gene/?term=79101
7913	DEK	DEK proto-oncogene	7913	https://www.ncbi.nlm.nih.gov/gene/?term=7913
79134	TMEM185B	transmembrane protein 185B	79134	https://www.ncbi.nlm.nih.gov/gene/?term=79134
79143	MBOAT7	membrane bound O-acyltransferase domain containing 7	79143	https://www.ncbi.nlm.nih.gov/gene/?term=79143
79144	PPDPF	pancreatic progenitor cell differentiation and proliferation factor	79144	https://www.ncbi.nlm.nih.gov/gene/?term=79144
79145	CHCHD7	coiled-coil-helix-coiled-coil-helix domain containing 7	79145	https://www.ncbi.nlm.nih.gov/gene/?term=79145
79148	MMP28	matrix metallopeptidase 28	79148	https://www.ncbi.nlm.nih.gov/gene/?term=79148
79154	DHRS11	dehydrogenase/reductase 11	79154	https://www.ncbi.nlm.nih.gov/gene/?term=79154
79159	NOL12	nucleolar protein 12	79159	https://www.ncbi.nlm.nih.gov/gene/?term=79159
7916	PRRC2A	proline rich coiled-coil 2A	7916	https://www.ncbi.nlm.nih.gov/gene/?term=7916
79160	LINC01711	long intergenic non-protein coding RNA 1711	79160	https://www.ncbi.nlm.nih.gov/gene/?term=79160
79161	TMEM243	transmembrane protein 243	79161	https://www.ncbi.nlm.nih.gov/gene/?term=79161
79165	LENG1	leukocyte receptor cluster member 1	79165	https://www.ncbi.nlm.nih.gov/gene/?term=79165
79169	C1orf35	chromosome 1 open reading frame 35	79169	https://www.ncbi.nlm.nih.gov/gene/?term=79169
7917	BAG6	BCL2 associated athanogene 6	7917	https://www.ncbi.nlm.nih.gov/gene/?term=7917
79171	RBM42	RNA binding motif protein 42	79171	https://www.ncbi.nlm.nih.gov/gene/?term=79171
79172	CENPO	centromere protein O	79172	https://www.ncbi.nlm.nih.gov/gene/?term=79172
79175	ZNF343	zinc finger protein 343	79175	https://www.ncbi.nlm.nih.gov/gene/?term=79175
79177	ZNF576	zinc finger protein 576	79177	https://www.ncbi.nlm.nih.gov/gene/?term=79177
79180	EFHD2	EF-hand domain family member D2	79180	https://www.ncbi.nlm.nih.gov/gene/?term=79180
79183	TTPAL	alpha tocopherol transfer protein like	79183	https://www.ncbi.nlm.nih.gov/gene/?term=79183
79188	TMEM43	transmembrane protein 43	79188	https://www.ncbi.nlm.nih.gov/gene/?term=79188
7922	SLC39A7	solute carrier family 39 member 7	7922	https://www.ncbi.nlm.nih.gov/gene/?term=7922
79228	THOC6	THO complex 6	79228	https://www.ncbi.nlm.nih.gov/gene/?term=79228
79269	DCAF10	DDB1 and CUL4 associated factor 10	79269	https://www.ncbi.nlm.nih.gov/gene/?term=79269
79345	OR51B2	olfactory receptor family 51 subfamily B member 2 (gene/pseudogene)	79345	https://www.ncbi.nlm.nih.gov/gene/?term=79345
79363	CPLANE2	ciliogenesis and planar polarity effector 2	79363	https://www.ncbi.nlm.nih.gov/gene/?term=79363
79369	B3GNT4	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 4	79369	https://www.ncbi.nlm.nih.gov/gene/?term=79369
79411	GLB1L	galactosidase beta 1 like	79411	https://www.ncbi.nlm.nih.gov/gene/?term=79411
79413	ZBED2	zinc finger BED-type containing 2	79413	https://www.ncbi.nlm.nih.gov/gene/?term=79413
79414	LRFN3	leucine rich repeat and fibronectin type III domain containing 3	79414	https://www.ncbi.nlm.nih.gov/gene/?term=79414
79415	CYBC1	cytochrome b-245 chaperone 1	79415	https://www.ncbi.nlm.nih.gov/gene/?term=79415
79441	HAUS3	HAUS augmin like complex subunit 3	79441	https://www.ncbi.nlm.nih.gov/gene/?term=79441
79447	PAGR1	PAXIP1 associated glutamate rich protein 1	79447	https://www.ncbi.nlm.nih.gov/gene/?term=79447
7955	RNF217-AS1	RNF217 antisense RNA 1 (head to head)	7955	https://www.ncbi.nlm.nih.gov/gene/?term=7955
79567	RIPOR1	RHO family interacting cell polarization regulator 1	79567	https://www.ncbi.nlm.nih.gov/gene/?term=79567
79568	MAIP1	matrix AAA peptidase interacting protein 1	79568	https://www.ncbi.nlm.nih.gov/gene/?term=79568
79571	GCC1	GRIP and coiled-coil domain containing 1	79571	https://www.ncbi.nlm.nih.gov/gene/?term=79571
79575	ABHD8	abhydrolase domain containing 8	79575	https://www.ncbi.nlm.nih.gov/gene/?term=79575
79576	NKAP	NFKB activating protein	79576	https://www.ncbi.nlm.nih.gov/gene/?term=79576
79581	SLC52A2	solute carrier family 52 member 2	79581	https://www.ncbi.nlm.nih.gov/gene/?term=79581
79583	TMEM231	transmembrane protein 231	79583	https://www.ncbi.nlm.nih.gov/gene/?term=79583
79585	CORO7	coronin 7	79585	https://www.ncbi.nlm.nih.gov/gene/?term=79585
79586	CHPF	chondroitin polymerizing factor	79586	https://www.ncbi.nlm.nih.gov/gene/?term=79586
79590	MRPL24	mitochondrial ribosomal protein L24	79590	https://www.ncbi.nlm.nih.gov/gene/?term=79590
79591	ARMH3	armadillo-like helical domain containing 3	79591	https://www.ncbi.nlm.nih.gov/gene/?term=79591
79595	SAP130	Sin3A associated protein 130	79595	https://www.ncbi.nlm.nih.gov/gene/?term=79595
79596	RNF219	ring finger protein 219	79596	https://www.ncbi.nlm.nih.gov/gene/?term=79596
79600	TCTN1	tectonic family member 1	79600	https://www.ncbi.nlm.nih.gov/gene/?term=79600
79602	ADIPOR2	adiponectin receptor 2	79602	https://www.ncbi.nlm.nih.gov/gene/?term=79602
79603	CERS4	ceramide synthase 4	79603	https://www.ncbi.nlm.nih.gov/gene/?term=79603
79608	RIC3	RIC3 acetylcholine receptor chaperone	79608	https://www.ncbi.nlm.nih.gov/gene/?term=79608
79613	TANGO6	transport and golgi organization 6 homolog	79613	https://www.ncbi.nlm.nih.gov/gene/?term=79613
79622	SNRNP25	small nuclear ribonucleoprotein U11/U12 subunit 25	79622	https://www.ncbi.nlm.nih.gov/gene/?term=79622
79628	SH3TC2	SH3 domain and tetratricopeptide repeats 2	79628	https://www.ncbi.nlm.nih.gov/gene/?term=79628
79644	SRD5A3	steroid 5 alpha-reductase 3	79644	https://www.ncbi.nlm.nih.gov/gene/?term=79644
79649	MAP7D3	MAP7 domain containing 3	79649	https://www.ncbi.nlm.nih.gov/gene/?term=79649
7965	AIMP2	aminoacyl tRNA synthetase complex interacting multifunctional protein 2	7965	https://www.ncbi.nlm.nih.gov/gene/?term=7965
79650	USB1	U6 snRNA biogenesis phosphodiesterase 1	79650	https://www.ncbi.nlm.nih.gov/gene/?term=79650
79651	RHBDF2	rhomboid 5 homolog 2	79651	https://www.ncbi.nlm.nih.gov/gene/?term=79651
79663	HSPBAP1	HSPB1 associated protein 1	79663	https://www.ncbi.nlm.nih.gov/gene/?term=79663
79664	ICE2	interactor of little elongation complex ELL subunit 2	79664	https://www.ncbi.nlm.nih.gov/gene/?term=79664
79676	OGFOD2	2-oxoglutarate and iron dependent oxygenase domain containing 2	79676	https://www.ncbi.nlm.nih.gov/gene/?term=79676
79677	SMC6	structural maintenance of chromosomes 6	79677	https://www.ncbi.nlm.nih.gov/gene/?term=79677
79679	VTCN1	V-set domain containing T cell activation inhibitor 1	79679	https://www.ncbi.nlm.nih.gov/gene/?term=79679
79682	CENPU	centromere protein U	79682	https://www.ncbi.nlm.nih.gov/gene/?term=79682
79684	MSANTD2	Myb/SANT DNA binding domain containing 2	79684	https://www.ncbi.nlm.nih.gov/gene/?term=79684
79692	ZNF322	zinc finger protein 322	79692	https://www.ncbi.nlm.nih.gov/gene/?term=79692
79693	YRDC	yrdC N6-threonylcarbamoyltransferase domain containing	79693	https://www.ncbi.nlm.nih.gov/gene/?term=79693
79697	RIOX1	ribosomal oxygenase 1	79697	https://www.ncbi.nlm.nih.gov/gene/?term=79697
797	CALCB	calcitonin related polypeptide beta	797	https://www.ncbi.nlm.nih.gov/gene/?term=797
79707	NOL9	nucleolar protein 9	79707	https://www.ncbi.nlm.nih.gov/gene/?term=79707
79709	COLGALT1	collagen beta(1-O)galactosyltransferase 1	79709	https://www.ncbi.nlm.nih.gov/gene/?term=79709
79710	MORC4	MORC family CW-type zinc finger 4	79710	https://www.ncbi.nlm.nih.gov/gene/?term=79710
79711	IPO4	importin 4	79711	https://www.ncbi.nlm.nih.gov/gene/?term=79711
79714	CCDC51	coiled-coil domain containing 51	79714	https://www.ncbi.nlm.nih.gov/gene/?term=79714
79716	NPEPL1	aminopeptidase like 1	79716	https://www.ncbi.nlm.nih.gov/gene/?term=79716
79723	SUV39H2	suppressor of variegation 3-9 homolog 2	79723	https://www.ncbi.nlm.nih.gov/gene/?term=79723
79726	WDR59	WD repeat domain 59	79726	https://www.ncbi.nlm.nih.gov/gene/?term=79726
79728	PALB2	partner and localizer of BRCA2	79728	https://www.ncbi.nlm.nih.gov/gene/?term=79728
79731	NARS2	asparaginyl-tRNA synthetase 2, mitochondrial	79731	https://www.ncbi.nlm.nih.gov/gene/?term=79731
79733	E2F8	E2F transcription factor 8	79733	https://www.ncbi.nlm.nih.gov/gene/?term=79733
79735	TBC1D17	TBC1 domain family member 17	79735	https://www.ncbi.nlm.nih.gov/gene/?term=79735
79736	TEFM	transcription elongation factor, mitochondrial	79736	https://www.ncbi.nlm.nih.gov/gene/?term=79736
79738	BBS10	Bardet-Biedl syndrome 10	79738	https://www.ncbi.nlm.nih.gov/gene/?term=79738
79740	ZBBX	zinc finger B-box domain containing	79740	https://www.ncbi.nlm.nih.gov/gene/?term=79740
79744	ZNF419	zinc finger protein 419	79744	https://www.ncbi.nlm.nih.gov/gene/?term=79744
79745	CLIP4	CAP-Gly domain containing linker protein family member 4	79745	https://www.ncbi.nlm.nih.gov/gene/?term=79745
79751	SLC25A22	solute carrier family 25 member 22	79751	https://www.ncbi.nlm.nih.gov/gene/?term=79751
79752	ZFAND1	zinc finger AN1-type containing 1	79752	https://www.ncbi.nlm.nih.gov/gene/?term=79752
79754	ASB13	ankyrin repeat and SOCS box containing 13	79754	https://www.ncbi.nlm.nih.gov/gene/?term=79754
79758	DHRS12	dehydrogenase/reductase 12	79758	https://www.ncbi.nlm.nih.gov/gene/?term=79758
79759	ZNF668	zinc finger protein 668	79759	https://www.ncbi.nlm.nih.gov/gene/?term=79759
7976	FZD3	frizzled class receptor 3	7976	https://www.ncbi.nlm.nih.gov/gene/?term=7976
79763	ISOC2	isochorismatase domain containing 2	79763	https://www.ncbi.nlm.nih.gov/gene/?term=79763
79767	ELMO3	engulfment and cell motility 3	79767	https://www.ncbi.nlm.nih.gov/gene/?term=79767
7978	MTERF1	mitochondrial transcription termination factor 1	7978	https://www.ncbi.nlm.nih.gov/gene/?term=7978
79785	RERGL	RERG like	79785	https://www.ncbi.nlm.nih.gov/gene/?term=79785
79786	KLHL36	kelch like family member 36	79786	https://www.ncbi.nlm.nih.gov/gene/?term=79786
7979	SEM1	SEM1, 26S proteasome complex subunit	7979	https://www.ncbi.nlm.nih.gov/gene/?term=7979
79791	FBXO31	F-box protein 31	79791	https://www.ncbi.nlm.nih.gov/gene/?term=79791
79797	ZNF408	zinc finger protein 408	79797	https://www.ncbi.nlm.nih.gov/gene/?term=79797
79798	ARMC5	armadillo repeat containing 5	79798	https://www.ncbi.nlm.nih.gov/gene/?term=79798
79799	UGT2A3	UDP glucuronosyltransferase family 2 member A3	79799	https://www.ncbi.nlm.nih.gov/gene/?term=79799
79801	SHCBP1	SHC binding and spindle associated 1	79801	https://www.ncbi.nlm.nih.gov/gene/?term=79801
79803	HPS6	HPS6, biogenesis of lysosomal organelles complex 2 subunit 3	79803	https://www.ncbi.nlm.nih.gov/gene/?term=79803
79804	HAND2-AS1	HAND2 antisense RNA 1	79804	https://www.ncbi.nlm.nih.gov/gene/?term=79804
79805	VASH2	vasohibin 2	79805	https://www.ncbi.nlm.nih.gov/gene/?term=79805
79807	GSTCD	glutathione S-transferase C-terminal domain containing	79807	https://www.ncbi.nlm.nih.gov/gene/?term=79807
79813	EHMT1	euchromatic histone lysine methyltransferase 1	79813	https://www.ncbi.nlm.nih.gov/gene/?term=79813
79814	AGMAT	agmatinase	79814	https://www.ncbi.nlm.nih.gov/gene/?term=79814
79816	TLE6	TLE family member 6, subcortical maternal complex member	79816	https://www.ncbi.nlm.nih.gov/gene/?term=79816
79827	CLMP	CXADR like membrane protein	79827	https://www.ncbi.nlm.nih.gov/gene/?term=79827
79828	METTL8	methyltransferase like 8	79828	https://www.ncbi.nlm.nih.gov/gene/?term=79828
79829	NAA40	N(alpha)-acetyltransferase 40, NatD catalytic subunit	79829	https://www.ncbi.nlm.nih.gov/gene/?term=79829
79830	ZMYM1	zinc finger MYM-type containing 1	79830	https://www.ncbi.nlm.nih.gov/gene/?term=79830
79833	GEMIN6	gem nuclear organelle associated protein 6	79833	https://www.ncbi.nlm.nih.gov/gene/?term=79833
7984	ARHGEF5	Rho guanine nucleotide exchange factor 5	7984	https://www.ncbi.nlm.nih.gov/gene/?term=7984
79847	MFSD13A	major facilitator superfamily domain containing 13A	79847	https://www.ncbi.nlm.nih.gov/gene/?term=79847
79850	FAM57A	family with sequence similarity 57 member A	79850	https://www.ncbi.nlm.nih.gov/gene/?term=79850
79861	TUBAL3	tubulin alpha like 3	79861	https://www.ncbi.nlm.nih.gov/gene/?term=79861
79862	ZNF669	zinc finger protein 669	79862	https://www.ncbi.nlm.nih.gov/gene/?term=79862
79866	BORA	bora, aurora kinase A activator	79866	https://www.ncbi.nlm.nih.gov/gene/?term=79866
79871	RPAP2	RNA polymerase II associated protein 2	79871	https://www.ncbi.nlm.nih.gov/gene/?term=79871
79873	NUDT18	nudix hydrolase 18	79873	https://www.ncbi.nlm.nih.gov/gene/?term=79873
79874	RABEP2	rabaptin, RAB GTPase binding effector protein 2	79874	https://www.ncbi.nlm.nih.gov/gene/?term=79874
79877	DCAKD	dephospho-CoA kinase domain containing	79877	https://www.ncbi.nlm.nih.gov/gene/?term=79877
79879	CCDC134	coiled-coil domain containing 134	79879	https://www.ncbi.nlm.nih.gov/gene/?term=79879
7988	ZNF212	zinc finger protein 212	7988	https://www.ncbi.nlm.nih.gov/gene/?term=7988
79885	HDAC11	histone deacetylase 11	79885	https://www.ncbi.nlm.nih.gov/gene/?term=79885
79888	LPCAT1	lysophosphatidylcholine acyltransferase 1	79888	https://www.ncbi.nlm.nih.gov/gene/?term=79888
79892	MCMBP	minichromosome maintenance complex binding protein	79892	https://www.ncbi.nlm.nih.gov/gene/?term=79892
79894	ZNF672	zinc finger protein 672	79894	https://www.ncbi.nlm.nih.gov/gene/?term=79894
79896	THNSL1	threonine synthase like 1	79896	https://www.ncbi.nlm.nih.gov/gene/?term=79896
79901	CYBRD1	cytochrome b reductase 1	79901	https://www.ncbi.nlm.nih.gov/gene/?term=79901
79902	NUP85	nucleoporin 85	79902	https://www.ncbi.nlm.nih.gov/gene/?term=79902
79908	BTNL8	butyrophilin like 8	79908	https://www.ncbi.nlm.nih.gov/gene/?term=79908
79913	ACTR5	actin related protein 5	79913	https://www.ncbi.nlm.nih.gov/gene/?term=79913
79915	ATAD5	ATPase family, AAA domain containing 5	79915	https://www.ncbi.nlm.nih.gov/gene/?term=79915
79918	SETD6	SET domain containing 6, protein lysine methyltransferase	79918	https://www.ncbi.nlm.nih.gov/gene/?term=79918
79919	MAB21L4	mab-21 like 4	79919	https://www.ncbi.nlm.nih.gov/gene/?term=79919
79922	MRM1	mitochondrial rRNA methyltransferase 1	79922	https://www.ncbi.nlm.nih.gov/gene/?term=79922
79939	SLC35E1	solute carrier family 35 member E1	79939	https://www.ncbi.nlm.nih.gov/gene/?term=79939
7994	KAT6A	lysine acetyltransferase 6A	7994	https://www.ncbi.nlm.nih.gov/gene/?term=7994
79943	ZNF696	zinc finger protein 696	79943	https://www.ncbi.nlm.nih.gov/gene/?term=79943
79944	L2HGDH	L-2-hydroxyglutarate dehydrogenase	79944	https://www.ncbi.nlm.nih.gov/gene/?term=79944
79949	PLEKHS1	pleckstrin homology domain containing S1	79949	https://www.ncbi.nlm.nih.gov/gene/?term=79949
79954	NOL10	nucleolar protein 10	79954	https://www.ncbi.nlm.nih.gov/gene/?term=79954
79968	WDR76	WD repeat domain 76	79968	https://www.ncbi.nlm.nih.gov/gene/?term=79968
79969	ATAT1	alpha tubulin acetyltransferase 1	79969	https://www.ncbi.nlm.nih.gov/gene/?term=79969
79970	ZNF767P	zinc finger family member 767, pseudogene	79970	https://www.ncbi.nlm.nih.gov/gene/?term=79970
79974	CPED1	cadherin like and PC-esterase domain containing 1	79974	https://www.ncbi.nlm.nih.gov/gene/?term=79974
79977	GRHL2	grainyhead like transcription factor 2	79977	https://www.ncbi.nlm.nih.gov/gene/?term=79977
79979	TRMT2B	tRNA methyltransferase 2 homolog B	79979	https://www.ncbi.nlm.nih.gov/gene/?term=79979
79980	DSN1	DSN1 homolog, MIS12 kinetochore complex component	79980	https://www.ncbi.nlm.nih.gov/gene/?term=79980
79989	TTC26	tetratricopeptide repeat domain 26	79989	https://www.ncbi.nlm.nih.gov/gene/?term=79989
79999	LOC79999	uncharacterized protein ENSP00000382033	79999	https://www.ncbi.nlm.nih.gov/gene/?term=79999
8000	PSCA	prostate stem cell antigen	8000	https://www.ncbi.nlm.nih.gov/gene/?term=8000
80010	RMI1	RecQ mediated genome instability 1	80010	https://www.ncbi.nlm.nih.gov/gene/?term=80010
80011	FAM192A	family with sequence similarity 192 member A	80011	https://www.ncbi.nlm.nih.gov/gene/?term=80011
80018	NAA25	N(alpha)-acetyltransferase 25, NatB auxiliary subunit	80018	https://www.ncbi.nlm.nih.gov/gene/?term=80018
80019	UBTD1	ubiquitin domain containing 1	80019	https://www.ncbi.nlm.nih.gov/gene/?term=80019
80020	FOXRED2	FAD dependent oxidoreductase domain containing 2	80020	https://www.ncbi.nlm.nih.gov/gene/?term=80020
80023	NRSN2	neurensin 2	80023	https://www.ncbi.nlm.nih.gov/gene/?term=80023
80031	SEMA6D	semaphorin 6D	80031	https://www.ncbi.nlm.nih.gov/gene/?term=80031
80035	ANP32A-IT1	ANP32A intronic transcript 1	80035	https://www.ncbi.nlm.nih.gov/gene/?term=80035
80045	GPR157	G protein-coupled receptor 157	80045	https://www.ncbi.nlm.nih.gov/gene/?term=80045
80054	CEBPA-DT	CEBPA divergent transcript	80054	https://www.ncbi.nlm.nih.gov/gene/?term=80054
80069	LINC00574	long intergenic non-protein coding RNA 574	80069	https://www.ncbi.nlm.nih.gov/gene/?term=80069
80071	CCDC15	coiled-coil domain containing 15	80071	https://www.ncbi.nlm.nih.gov/gene/?term=80071
80078	LCAL1	lung cancer associated lncRNA 1	80078	https://www.ncbi.nlm.nih.gov/gene/?term=80078
80086	TUBA4B	tubulin alpha 4b	80086	https://www.ncbi.nlm.nih.gov/gene/?term=80086
